,A,B,C,D,E,F,G,H
9.85798,0.0,0.02212765175712767,0.016592164089694994,0.11096764631197631,0.04485209943347904,0.1310443812951812,0.42398197460913145,0.38487868829206046
10.0,0.0,0.03859877386197652,0.0,0.09237752423920016,0.05132161687750534,0.11063422161726043,0.3799061672188684,0.41797513790670987
10.06202,0.0,0.061416902214175714,0.0,0.12657179794812998,0.03932887077084546,0.13717685234606747,0.43215789620008854,0.38802344081831297
10.25798,0.019707099718755523,0.0006381819231105652,0.0,0.11155273666775432,0.06522175989023414,0.14049035514666067,0.4198695823639369,0.382103858888608
10.4,0.0008496299575617525,0.0,0.018208643191490913,0.12599203962064612,0.034172019635743865,0.1106404370628585,0.4006337679970016,0.3901042580459021
10.46202,0.0,0.022308720901439774,0.019714379245429292,0.06888028036966679,0.04414607441897035,0.06938705989896155,0.4121600477153715,0.3734263049427143
10.65798,0.0,0.0,0.009199556171999006,0.0899773021836981,0.024380843705377225,0.11318937360090024,0.4207553375045808,0.4058983806230435
10.8,0.03645537077548256,0.021944851388488534,0.0,0.12024495622167913,0.10006796308530788,0.12947558360096958,0.40897747192906586,0.42020725791457053
10.86202,0.0,0.012670654061345297,0.0,0.10078739643644821,0.058740635123964324,0.10911973818712348,0.386127341562106,0.39615346940398477
11.05798,0.01893684896657895,0.05643292867788431,0.0,0.09643161305964,0.04892427289320984,0.1050718892321504,0.4116765982183519,0.39597379817506284
11.2,0.0018838276268131734,0.02640675974132098,0.0,0.08355731259437425,0.0443461518358635,0.08806469310495994,0.4099403317457896,0.39392557894151475
11.26202,0.0,0.03747428097126704,0.026470377471145022,0.07508959730538425,0.04715755924734622,0.0905753598146028,0.3974339192477291,0.3950377020379298
11.45798,0.0,0.02720395399686016,0.0,0.10595461174877091,0.060737118711667,0.1275768098308238,0.434637558218751,0.42817949692762425
11.6,0.002956185642103332,0.04519825621932564,0.0,0.09670820469280683,0.02875764624492377,0.11762674905742238,0.3857702977859752,0.39568954486513236
11.66202,0.003785159531897579,0.013110247051676939,0.014224560146945113,0.11424175801995624,0.058597469579282815,0.07788889055653306,0.40696624812336013,0.3595180302947114
11.85798,0.0,0.0,0.010324878737624804,0.10213695669962833,0.08975034291853565,0.06786025050373816,0.42725887183507716,0.4041392926182503
12.0,0.054339968691477045,0.005163154992511992,0.027524941090467308,0.0679984850617127,0.03893541287020462,0.08766248288319817,0.4199941780259009,0.4108774447689355
12.06202,0.0091188529433605,0.026118652056738016,0.036608425310634,0.07644529378677314,0.07146898304258298,0.08955821206425221,0.3925872018927139,0.41349417994996074
12.25798,0.0,0.016749102821153827,0.025700247959358075,0.018473060458076826,0.013420391596201384,0.08966557860882884,0.39292211811427286,0.42840134252658507
12.4,0.0,0.015159459488142181,0.0339508033711481,0.08055594107773281,0.05562068920096334,0.029874110312315127,0.36266460500812536,0.41652681428231014
12.46202,0.0,0.008396050713036134,0.04251593159918102,0.06989789292725587,0.0717770423614924,0.08970286248411388,0.388823052467902,0.4201576442357753
12.65798,0.0,0.0,0.0,0.07794825564904027,0.09051172896100437,0.07815053174581499,0.3909523731049739,0.40804818410912475
12.8,0.007854693381833313,0.0,0.014235751521597964,0.06646677776296062,0.08753328550473576,0.10463506818800707,0.39455317715872285,0.3941037019774593
12.86202,0.04152797076713403,0.03657179582660108,0.005705298479340327,0.04974461760817565,0.03604833439290216,0.09971679518581754,0.40954612664776385,0.455189993235432
13.05798,0.005674521543275042,0.0,0.0442436423688021,0.07814842880444176,0.015241295594230389,0.1011369884841372,0.37758823442536826,0.40828653030000644
13.2,0.0,0.027359139552849035,0.0,0.08065322318633555,0.0547799266741319,0.13449427985869963,0.37696069118080505,0.4148745159291016
13.26202,0.0,0.013782255588801294,0.0,0.11227620094289509,0.0847204932946195,0.10905354214556108,0.40088519566792,0.3976797721952614
13.45798,0.01971504275615315,0.015422000465496483,0.0,0.09220258075069888,0.07287554426413266,0.13697140191093093,0.3896448066324051,0.3721331259138399
13.6,0.015341952781473062,0.0,0.0,0.05011295102261386,0.0719850926078715,0.06858871903493363,0.40625762278482497,0.40804963629450663
13.66202,0.0020839385895294314,0.020378750238795956,0.015799070068154657,0.08512385204892438,0.07120966699957293,0.13035700996180632,0.34760727384321577,0.4127790791766838
13.85798,0.0,0.00016920833927678777,0.0,0.09649310096327082,0.09481414186995532,0.09280257469768696,0.3697410426048212,0.3948367172214131
14.0,0.003312445047772407,0.0016820742709744534,0.0026119309145710683,0.11084216097506643,0.055140720022684865,0.09916783104565267,0.41035566325463285,0.42740574751981164
14.06202,0.013173579105578448,0.0,0.021240514098811523,0.07055237562804358,0.04949240373379906,0.09378998699236862,0.37950926057939666,0.4114065573700128
14.25798,0.04318653956014954,0.0012437366404731073,0.02324024404408259,0.06565040733278373,0.09850745845585379,0.08230927036914917,0.3836172910845635,0.45150652920433626
14.4,0.007981641718030173,0.0,0.005288734294052729,0.09258840229235064,0.08160792325086491,0.09884243807415614,0.3924390280156108,0.42212321317800455
14.46202,0.0,0.0,0.0,0.0760847075162181,0.06511450867196464,0.0735297907199404,0.3734570631774296,0.3998684199767714
14.65798,0.0,0.0,0.0437605767017158,0.07890251820948936,0.05914464559746667,0.044285639978987476,0.3979568660754767,0.4466552141415528
14.8,0.0,0.0,0.008256515605794483,0.09555369623981631,0.07507337791779263,0.06721432880656189,0.3742753742797416,0.42752533733498155
14.86202,0.007351160671827101,0.0230207129273849,0.0,0.07861416476934877,0.06067750157439089,0.08525509711921374,0.3946653155075284,0.38867801615596015
15.05798,0.0,0.037340152218048255,0.0111900136786185,0.0720506691503647,0.06228337953477393,0.0884293045197639,0.38855798577102346,0.4153984673750717
15.2,0.016262987548590627,0.018951321845573264,0.0,0.06678336623088493,0.02251008112896012,0.08134987655931095,0.37882467917463225,0.4391325125392081
15.26202,0.0,0.0,0.0,0.04931230950067988,0.05044282168657259,0.05183274482072005,0.4156720295980669,0.4355090244427667
15.45798,0.005483835603594043,0.019036707765658904,0.027284447093731835,0.056133747846938115,0.047404191464295364,0.07917455283058764,0.37055298278261134,0.4466069014687282
15.6,0.03719412206848748,0.021027971120780982,0.01883500067419404,0.06493534659915816,0.044268052495831225,0.10527368741932394,0.35044971500463507,0.414244714997724
15.66202,0.0,0.0,0.0,0.06333765085397566,0.05076098604940653,0.09409678683270657,0.37061662383954075,0.3878501663603899
15.85798,0.003525898505829579,0.0,0.008937035366089205,0.06985996906661204,0.10883539360075704,0.09661716935552742,0.34811095904487976,0.452495411499703
16.0,0.022766543665429198,0.0,0.0,0.060489786224219265,0.05846044011118644,0.07459942867394169,0.3484256965102112,0.44792935465885053
16.06202,0.028095997434394813,0.03564382472011218,0.022142386523041117,0.06509473679164379,0.07205055859359091,0.09981826405508211,0.40642086772019503,0.43221052561742973
16.25798,0.0,0.013649980028607974,0.012509237499832564,0.06004576226352194,0.07105532006486195,0.05346125039091175,0.38278108081570367,0.4200171363377473
16.4,0.013282233451901212,0.0,0.0002958573576144546,0.06645367972994909,0.07195894868561535,0.09403054712117291,0.3615930736478601,0.4381776097441736
16.46202,0.0021005586098313393,0.02423316559280659,0.0,0.07217048640842415,0.05605270943190902,0.08590728668201608,0.38624557531329134,0.4265932115602971
16.65798,0.019373218691984377,0.0,0.007263134543382677,0.031108830670159383,0.05239710701622944,0.080142059532428,0.3767245128299469,0.49467787079762904
16.8,0.013976803841944574,0.0,0.00889159673274289,0.04788540068156315,0.06585372406882717,0.04472042671496887,0.4013459772867584,0.4279927418230989
16.86202,0.0,0.012755227070927997,0.0,0.060314317376991736,0.05099346609917733,0.05887877248082554,0.34679616696577303,0.42628341807646825
17.05798,0.0,0.0,0.0,0.012533834581991025,0.05527124029963693,0.08899138547757227,0.33508722897813725,0.4844845838750227
17.2,0.00911285661997087,0.010799444135904036,0.005383724580822558,0.056355261994358356,0.009780392386383903,0.024997466339341974,0.36211251910069975,0.4191872143105139
17.26202,0.0,0.04685041852044936,0.03692976969072915,0.04114874461181328,0.07775634238332019,0.07130536818300372,0.3500422427897465,0.47015799089460847
17.45798,0.002914981781882398,0.0,0.015508439496296697,0.05236440730082278,0.08058635923686965,0.06118114793540892,0.38370722695150256,0.42302855302780695
17.6,0.0013839518669272065,0.012784663874374342,0.016836492287587424,0.028699231119503028,0.04266847712080517,0.05886191929241698,0.33280352357596527,0.4713865080717617
17.66202,0.004362243071860216,0.016292685619623815,0.0021538469932626996,0.05560264650470079,0.028030900661552692,0.0638809541373295,0.3632354970276672,0.45133779859044276
17.85798,0.0,0.0,0.033086749645605346,0.05067010203832688,0.06418240715269455,0.08615707240656692,0.36752297062190153,0.45135729316901296
18.0,0.011938519057702079,0.03033321070899188,0.0,0.055340620145329505,0.0818228884412191,0.08936022155269849,0.3610047842295339,0.43075070092872453
18.06202,0.03244613993101615,0.020950066288247617,0.015303597473614344,0.0772295578233899,0.04819229450826907,0.05650154058329839,0.35816953822350567,0.4234244906317731
18.25798,0.0,0.013304029332409505,0.022811815966604403,0.007578430914243567,0.05561591273470286,0.07853927503408396,0.3145618710273747,0.4377107779227872
18.4,0.01860453716562608,0.02875099893451421,0.019275138168818918,0.028914896329845195,0.04095195699358385,0.08321728815608001,0.3531378943375257,0.44690962845989274
18.46202,0.005398467568301477,0.0,0.0020583696405424086,0.05726896644622112,0.03347398545868803,0.05692268765066852,0.3289400504571766,0.47211865129532027
18.65798,0.0,0.012526740281213155,0.024078662908862937,0.03721105911991024,0.08743737203578178,0.07709180342447215,0.3272661145027703,0.4713367005570153
18.8,0.0,0.0,0.0,0.057630368425310274,0.06108843432026386,0.048151189247759095,0.3779061625667459,0.4201059104803679
18.86202,0.0026906780035774753,0.0,0.013594194970147088,0.030664275246958854,0.05836792294357959,0.05879242021873725,0.38970827079492126,0.424500255126084
19.05798,0.004270987544523028,0.0,0.0,0.016979123070698498,0.05569397944225335,0.05435390818165108,0.3311203344518282,0.4559986113595379
19.2,0.0,0.0,0.0030567396998492603,0.07719345940204711,0.05375119233821104,0.07310565316383763,0.34736031795464145,0.40557234079400695
19.26202,0.0,0.0,0.005252201832847605,0.06589999067931501,0.07150685281768623,0.05571896287289479,0.3731198292488825,0.39993045753330864
19.45798,0.039856267327394855,0.0,0.0,0.06969091278710823,0.018881198004073972,0.06989832835910531,0.3307858950833805,0.4434540574923447
19.6,0.032006951589802796,0.02253249592589478,0.01980096221892109,0.05306877108637754,0.06749007760763533,0.041146956293412126,0.3458405202772857,0.4518049749881364
19.66202,0.0,0.0,0.0,0.06400421288077414,0.07123441919350904,0.057897771040770256,0.38347209704344526,0.40893701950218964
19.85798,0.0031856487152522516,0.011180232796429462,0.0,0.05978938784251986,0.049376707479988485,0.05047316671585758,0.35914190185838507,0.4438760278962361
20.0,0.0003179214118828138,0.0,0.026728307523594227,0.07025053496931369,0.04481639956855906,0.0544254707118772,0.34097468590611524,0.43944801367873204
